cell_id,group
aafpdmnf-1,Tumor1
aafpdolf-1,Tumor1
aafpfkaa-1,Tumor1
aafphdoc-1,Tumor1
aafphimc-1,Tumor1
aafpjmne-1,Tumor3
aafpmlni-1,Tumor3
aafpmoin-1,Tumor1
aafpmomm-1,Tumor1
aafpnclc-1,Tumor2
aagaaijn-1,Tumor2
aagabado-1,Tumor1
aagaecaf-1,Tumor1
aagaedoa-1,Tumor3
aagahnpp-1,Tumor1
aagaibnf-1,Tumor2
aagaimhn-1,Tumor1
aagajmjb-1,Tumor1
aagalehp-1,Tumor1
aagalgld-1,Tumor1
aagaohpe-1,Tumor2
aagaonnd-1,Tumor1
aagbcpca-1,Tumor2
aagbecod-1,Tumor2
aagbemja-1,Tumor1
aagbfjkl-1,Tumor1
aagbfmkh-1,Tumor2
aagbfpna-1,Tumor2
aagbgncc-1,Tumor1
aagbilmd-1,Tumor2
aagbimle-1,Tumor1
aagbjbie-1,Macrophages
aagblbda-1,Tumor1
aagbmnia-1,Tumor1
aagboobl-1,Tumor1
aagbpkmf-1,Tumor1
aagccahb-1,Tumor1
aagcfnmf-1,Tumor1
aagcijei-1,Tumor1
aagcikci-1,Tumor1
aagclaoj-1,Tumor1
aagclaok-1,Tumor1
aagclfcj-1,Tumor1
aagcmgdi-1,Tumor1
aagcnccf-1,Tumor1
aagcnmmb-1,Tumor1
aagcodad-1,T Cells
aagcpceg-1,Tumor1
aagdfdoa-1,Tumor1
aagdgolg-1,Tumor1
aagdnaon-1,Tumor1
aagdngoj-1,Tumor1
aagdnoji-1,Tumor1
aageclil-1,Tumor2
aagedide-1,Tumor1
aagefcgc-1,Tumor2
aagefcnb-1,Tumor1
aagemjeo-1,Tumor2
aagenojj-1,Tumor1
aageoajn-1,Tumor2
aagfaahf-1,Tumor1
aagfaaig-1,T Cells
aagfagkm-1,Macrophages
aagfanlo-1,Tumor1
aagfcfce-1,Tumor2
aagfeehj-1,Tumor1
aagffnaa-1,T Cells
aagfihnh-1,Tumor1
aagfikpe-1,Tumor1
aagfjgkc-1,Tumor1
aagfjkpo-1,Tumor1
aagfmkcl-1,Tumor1
aaggbeab-1,Tumor1
aaggchbo-1,Tumor1
aaggdjef-1,Tumor1
aaggdmjf-1,Tumor1
aaggfbdn-1,Tumor2
aaggfgik-1,Tumor1
aaggfign-1,Tumor2
aagghodj-1,Tumor1
aaggjkao-1,Tumor2
aaggjlci-1,Tumor1
aaggjman-1,Tumor1
aaggkclf-1,Tumor2
aaggphkj-1,Tumor1
aaghabfm-1,Tumor1
aaghbmbj-1,Tumor1
aaghbnfp-1,Tumor2
aaghfamp-1,Tumor1
aaghiakp-1,Tumor1
aaghkeld-1,Tumor1
aaghmmgp-1,Tumor1
aaghnona-1,T Cells
aaghoeek-1,Tumor1
aaghpbcc-1,Macrophages
aaghpehl-1,Tumor3
aaghpfih-1,Tumor3
aaghpgbj-1,Tumor1
aagiaecf-1,Tumor1
aagiagoc-1,Tumor1
aagibnbf-1,Tumor1
aagicgmh-1,Tumor1
aagichac-1,Tumor1
aagidcci-1,Tumor1
aagiddfl-1,Tumor1
aagigkmg-1,Tumor1
aagigoao-1,Tumor2
aagiheng-1,Tumor2
aagihjej-1,Tumor1
aagihmhm-1,Tumor1
aaginakb-1,Tumor1
aagingod-1,Tumor1
aaginlae-1,Tumor1
aagipbco-1,Tumor1
aagjblfl-1,Tumor3
aagjefoc-1,Tumor1
aagjfehb-1,Tumor1
aagjflmm-1,T Cells
aagjfnbb-1,T Cells
aagjkghk-1,T Cells
aagjkhid-1,Tumor1
aagjkleg-1,Tumor1
aagjlbjb-1,Tumor1
aagjllab-1,Tumor3
aagjpcph-1,Tumor1
aagjpiip-1,Tumor1
aagkaiik-1,Tumor1
aagkbedj-1,Tumor1
aagkbegn-1,Tumor1
aagkbiph-1,Tumor2
aagkcfmj-1,Tumor1
aagkffhf-1,Tumor1
aagkgbli-1,Tumor1
aagkhffi-1,Tumor1
aagkipah-1,Tumor1
aagklmbm-1,Macrophages
aagkmcpi-1,Tumor1
aagkmene-1,Tumor1
aagknafc-1,Tumor1
aagknana-1,Tumor1
aaglbpif-1,T Cells
aaglcgnf-1,Tumor1
aaglcjok-1,Macrophages
aaglddmm-1,Tumor1
aagleeip-1,Tumor1
aagleoic-1,T Cells
aaglhpmj-1,Tumor1
aagljbgo-1,Tumor2
aagljhci-1,Tumor1
aagljnmf-1,Tumor1
aaglkicb-1,Tumor1
aaglljbg-1,Tumor1
aagmaolk-1,Tumor1
aagmdjkk-1,T Cells
aagmikkj-1,Tumor2
aagmjbph-1,Tumor1
aagmjcij-1,Tumor1
aagmldon-1,Tumor1
aagnebpk-1,Tumor1
aagneemg-1,Tumor1
aagngfeb-1,Tumor1
aagngmhn-1,Tumor2
aagnifcd-1,Tumor1
aagnjkka-1,Tumor1
aagnkdjo-1,Tumor1
aagnlfdi-1,Tumor2
aagnlhjc-1,Tumor1
aagnodpn-1,Tumor1
aagnomae-1,Tumor1
aagnpnke-1,Tumor1
aagnponm-1,Tumor1
aagoafke-1,Macrophages
aagoaflh-1,Tumor3
aagodcko-1,Tumor2
aagoefpo-1,Tumor1
aagofakk-1,Tumor1
aagofinp-1,Tumor1
aagogcji-1,Tumor1
aagogibk-1,Tumor2
aagoihco-1,Tumor1
aagojepl-1,Tumor1
aagomhmn-1,Tumor1
aagoooah-1,Tumor3
aagpagde-1,Tumor1
aagpekib-1,Tumor1
aagpgblm-1,Plasma Cells
aagpgnea-1,T Cells
aagpikbl-1,Tumor2
aagpikok-1,Tumor1
aagpmjco-1,Tumor1
aagpnhje-1,Tumor2
aagpocof-1,T Cells
aagponig-1,Tumor3
aagpppam-1,Tumor1
aagpppga-1,Tumor1
aahaapbg-1,Tumor1
aahabjpi-1,Tumor1
aahadomp-1,Tumor1
aahagnpj-1,Tumor1
aahahgfk-1,Macrophages
aahakgjl-1,T Cells
aahallbd-1,Tumor3
aahalnig-1,Tumor2
aahamlcb-1,Tumor1
aahanjof-1,Tumor1
aahanmcj-1,Tumor1
aahannkd-1,Tumor1
aahanplo-1,Tumor1
aahaomde-1,Tumor2
aahbbgko-1,Tumor1
aahbbhci-1,Tumor1
aahbddne-1,Tumor1
aahbfcge-1,Tumor1
aahbgdpp-1,Tumor1
aahbhpgl-1,Tumor1
aahbleng-1,Tumor1
aahblioc-1,Tumor1
aahbmgfg-1,Tumor1
aahbmkec-1,Tumor1
aahbndaa-1,Tumor1
aahbniki-1,Tumor1
aahbnkbb-1,Tumor1
aahbocno-1,Tumor1
aahbohmj-1,Tumor1
aahbooch-1,Tumor1
aahbpnad-1,Tumor3
aahbppfc-1,Tumor1
aahcbhgl-1,Tumor1
aahccagh-1,Tumor1
aahccknf-1,Tumor2
aahccmbd-1,Smooth Muscle Cells
aahcdchi-1,T Cells
aahcdodn-1,Tumor1
aahcegfl-1,Mast Cells
aahceinb-1,Tumor1
aahcelec-1,T Cells
aahcfhjc-1,Tumor1
aahcgbda-1,Tumor1
aahcgdhc-1,Tumor1
aahchpmk-1,Tumor1
aahcjbgm-1,Tumor2
aahclbaj-1,Tumor1
aahclegk-1,Tumor1
aahcmffo-1,Tumor1
aahcnkad-1,Tumor1
aahcobin-1,Tumor2
aahconmj-1,Tumor1
aahdbahk-1,Tumor1
aahdcbmi-1,Tumor1
aahdclfk-1,Tumor3
aahdfalf-1,Tumor1
aahdffoe-1,T Cells
aahdhlbp-1,Tumor3
aahdiian-1,Tumor1
aahdkenk-1,Tumor1
aahdkooa-1,Tumor1
aahediph-1,Tumor2
aaheegen-1,Tumor1
aahefbeb-1,Tumor1
aahefhhl-1,Tumor1
aahegdpm-1,Tumor1
aaheihbj-1,Tumor1
aahejcpc-1,Tumor1
aahejhnl-1,Tumor1
aaheklpe-1,Tumor1
aahekoco-1,Tumor1
aaheledf-1,Tumor1
aahenclh-1,Tumor1
aahenioc-1,Tumor1
aaheolcl-1,Tumor1
aahfaicj-1,Tumor1
aahfbdff-1,Tumor1
aahfbljb-1,Tumor1
aahfdbkf-1,Tumor1
aahffabe-1,Tumor2
aahffloi-1,Tumor1
aahfianm-1,Tumor1
aahfilmp-1,Tumor1
aahfjipi-1,Tumor1
aahfkmhf-1,Tumor1
aahfldlk-1,Tumor1
aahfmbea-1,Tumor1
aahfmbfk-1,Tumor1
aahfndhk-1,Tumor3
aahfneoc-1,Tumor3
aahfohik-1,Tumor3
aahgaecc-1,Tumor1
aahgchpj-1,Tumor1
aahgcmap-1,Tumor1
aahgdlaf-1,Tumor1
aahgejef-1,Tumor1
aahghpdi-1,Tumor1
aahgihji-1,Tumor1
aahginhi-1,Tumor1
aahglmge-1,Tumor1
aahgmjol-1,Tumor1
aahgncgd-1,Tumor1
aahgngio-1,Tumor3
aahgnkhi-1,Tumor1
aahgpbjp-1,Tumor1
aahhanpd-1,Tumor1
aahhbjdm-1,Tumor1
aahhfahg-1,Tumor1
aahhghpi-1,Tumor3
aahhjhii-1,Tumor1
aahhjjbl-1,Tumor2
aahhlkge-1,Tumor1
aahhmllh-1,Tumor1
aahhmlpi-1,Tumor1
aahhpdan-1,Tumor1
aahhpfed-1,Tumor1
aahibkcp-1,Tumor1
aahibphp-1,Tumor1
aahicggl-1,Tumor1
aahiegng-1,Tumor1
aahijdfo-1,Tumor1
aahijkba-1,Tumor3
aahinlbb-1,Tumor1
aahinpem-1,Tumor1
aahioako-1,Tumor1
aahiofdg-1,Tumor1
aahioknf-1,Tumor1
aahjbjjn-1,Tumor1
aahjdbkn-1,Tumor1
aahjeafg-1,Tumor1
aahjfgma-1,Tumor1
aahjgcak-1,Tumor3
aahjgicd-1,Tumor1
aahjigce-1,Tumor1
aahjinik-1,Tumor1
aahjkhgf-1,Tumor1
aahjmkld-1,Tumor1
aahjodej-1,Tumor2
aahjofaf-1,Tumor1
aahjoknl-1,Tumor1
aahkbbfl-1,Tumor1
aahkbhbn-1,Tumor1
aahkcnkf-1,Tumor1
aahkheod-1,Tumor3
aahkifnb-1,Tumor1
aahkihlb-1,Tumor1
aahklhce-1,Tumor1
aahkndkg-1,Tumor1
aahkojlm-1,Tumor1
aahlbhki-1,Tumor1
aahlcbml-1,Tumor1
aahlcpei-1,Tumor1
aahlddjj-1,Tumor1
aahlibph-1,Tumor1
aahllgil-1,Tumor2
aahllmfh-1,Tumor1
aahlmccl-1,Tumor1
aahlnpid-1,Tumor1
aahlopea-1,Tumor1
aahmciep-1,Tumor1
aahmeagd-1,Tumor1
aahmgdoj-1,Tumor1
aahmhggn-1,Tumor1
aahmhmdm-1,Tumor1
aahmmfae-1,Tumor1
aahndehn-1,Tumor3
aahndldf-1,Tumor1
aahneibe-1,Tumor1
aahnfdge-1,Tumor1
aahnhndi-1,Tumor1
aahnipoh-1,Tumor1
aahnjflg-1,Tumor1
aahnolge-1,Tumor1
aahocbma-1,Tumor2
aahochlf-1,Tumor3
aahoflek-1,Tumor1
aahofpin-1,Tumor3
aahokcgm-1,Tumor1
aaholhhn-1,Tumor1
aahonink-1,Tumor1
aahooibd-1,Tumor1
aahopmni-1,Tumor1
aahpcafp-1,Tumor1
aahpcakh-1,Tumor1
aahpceoc-1,Tumor1
aahpchjk-1,Tumor1
aahpdjoh-1,Tumor1
aahpdmkh-1,Tumor1
aahpinci-1,Tumor1
aahpjhmi-1,Tumor1
aahpjijd-1,Tumor1
aahpjmjl-1,Tumor1
aahpmafp-1,Tumor1
aahppckl-1,Tumor1
aahppefo-1,Tumor1
aaiagipl-1,Tumor1
aaiagpan-1,Tumor1
aaiaklhg-1,Tumor1
aaiamjne-1,Tumor3
aaianhkc-1,Tumor1
aaibacgl-1,Tumor3
aaibaeli-1,Tumor1
aaibckao-1,Tumor1
aaibdobc-1,Tumor1
aaibfghk-1,Tumor1
aaibfocm-1,Tumor1
aaibhojd-1,Tumor3
aaibjcln-1,Tumor1
aaibjiji-1,Tumor1
aaibkjni-1,Tumor1
aaibmfoj-1,Tumor1
aaibmgce-1,Tumor1
aaibmpga-1,Tumor1
aaibnmfk-1,Tumor1
aaiboaaa-1,Tumor1
aaicakda-1,Tumor1
aaiccokg-1,Tumor1
aaicdjke-1,Tumor1
aaicdoah-1,Tumor1
aaiceafe-1,Tumor1
aaicenoh-1,Tumor1
aaiciane-1,Tumor1
aaicicno-1,Tumor1
aaicjkee-1,Tumor1
aaicmdlh-1,Tumor1
aaicpgnj-1,Tumor1
aaideloj-1,Tumor1
aaidhlci-1,Tumor1
aaidjdak-1,Tumor1
aaidjeib-1,Tumor1
aaidjkmb-1,Tumor1
aaidjodf-1,Tumor1
aaidkpdj-1,Tumor1
aaidlilp-1,Tumor1
aaieadgg-1,Tumor1
aaiebjma-1,Tumor1
aaiedmnj-1,Tumor1
aaiefbgd-1,Tumor1
aaiefpef-1,Tumor1
aaieklhn-1,Tumor1
aaienbmn-1,Tumor1
aaienpdl-1,Tumor1
aaifabil-1,Tumor1
aaifddmf-1,Tumor1
aaifdhkc-1,Tumor1
aaiffhdo-1,Tumor1
aaifflpi-1,Tumor1
aaifhmjo-1,Tumor1
aaiflgpm-1,Tumor1
aaifmcpe-1,Tumor3
aaigajgl-1,Tumor1
aaigamkp-1,Tumor1
aaigaoko-1,Tumor1
aaigehkn-1,Tumor1
aaiggmgj-1,Tumor1
aaigigba-1,Tumor1
aaiglofo-1,Macrophages
aaignpmb-1,Tumor3
aaigoodk-1,Tumor1
aaihaaol-1,Tumor1
aaihamld-1,Macrophages
aaihcfnm-1,Tumor1
aaihfcai-1,Tumor1
aaihfnad-1,Tumor1
aaihgnfb-1,Tumor1
aaihjcoa-1,Tumor1
aaihjdjb-1,Tumor1
aaihjfgo-1,Tumor1
aaihjncp-1,Tumor1
aaihjnjh-1,Tumor1
aaihkjbd-1,Tumor1
aaihlold-1,Tumor1
aaihoefi-1,Tumor3
aaihpcdd-1,Tumor1
aaiifbdj-1,Tumor1
aaiipmfc-1,Tumor1
aaijdohf-1,Tumor1
aaijeeil-1,Tumor1
aaijejea-1,Tumor1
aaijgdme-1,Tumor1
aaijkgnk-1,Macrophages
aaijlknf-1,Macrophages
aaijpeha-1,Plasma Cells
aaijpgki-1,T Cells
aaikcmjp-1,Plasma Cells
aaikflfa-1,Tumor1
aaikggeg-1,Plasma Cells
aaikjphl-1,T Cells
aaikpfha-1,Tumor2
aailabhe-1,Tumor2
aailamee-1,Tumor2
aailboad-1,Tumor2
aailekmh-1,Tumor3
aailhaof-1,Tumor2
aailhkhe-1,Tumor1
aailjadf-1,Tumor2
aailknhp-1,Tumor1
aaillppl-1,T Cells
aailmkpg-1,T Cells
aaimejkm-1,T Cells
aaimfhgh-1,Smooth Muscle Cells
aaimfjgg-1,Mast Cells
aaimgeni-1,Macrophages
aaimghda-1,Macrophages
aaimhjia-1,T Cells
aaimijeg-1,T Cells
aainbngl-1,T Cells
aainefek-1,T Cells
aainemid-1,Tumor1
aainhajp-1,T Cells
aainifle-1,Tumor3
aainiieh-1,Tumor1
aainipmm-1,Tumor1
aainmenl-1,Mast Cells
aainnfcg-1,Mast Cells
aainoead-1,T Cells
aainpeko-1,Tumor1
aainpoco-1,Tumor1
aaioabam-1,T Cells
aaioblad-1,Tumor1
aaiodfam-1,Tumor1
aaioejik-1,Tumor1
aaioekio-1,Tumor1
aaiokjbe-1,T Cells
aaipaima-1,Macrophages
aaipepgk-1,Tumor1
aaipfffc-1,Tumor1
aaiphdpk-1,Tumor1
aaiphomk-1,Tumor1
aaipiaom-1,Tumor1
aaipmplk-1,Tumor1
aaiponcj-1,T Cells
aajadnaf-1,Macrophages
aajaegcf-1,Tumor1
aajafakj-1,Tumor1
aajaniei-1,T Cells
aajbhddn-1,T Cells
aajbhhae-1,T Cells
aajbncao-1,Tumor1
aajcklgk-1,T Cells
aajcpelk-1,Tumor1
aajdacgh-1,Macrophages
aajdagap-1,Macrophages
aajdbfkk-1,Plasma Cells
aajdclcb-1,T Cells
aajdekhh-1,Plasma Cells
aajdfahi-1,T Cells
aajdjbii-1,Tumor1
aajdklpf-1,Tumor1
aajdnckj-1,Tumor1
aajdnfhk-1,Tumor2
aajdojge-1,Tumor1
aajedfhf-1,Tumor3
aajefcfc-1,Tumor1
aajehnlb-1,Tumor1
aajehplj-1,Tumor3
aajeickb-1,Tumor1
aajeleep-1,Tumor1
aajenkmd-1,Tumor3
aajeompp-1,Tumor1
aajeoobg-1,Tumor3
aajfadgh-1,Tumor1
aajfbfkl-1,Tumor3
aajfbkec-1,Tumor1
aajfcaie-1,Tumor3
aajffdjj-1,Tumor1
aajfjiok-1,Adipocytes
aajfjjdg-1,Tumor1
aajfmbed-1,Tumor1
aajfmgbo-1,Adipocytes
aajfngmp-1,Tumor1
aajfnhhn-1,Tumor3
aajfpnkk-1,Tumor1
aajgabdb-1,Tumor1
aajgbjbd-1,Tumor1
aajgdhfp-1,Tumor1
aajgeael-1,Tumor1
aajgghla-1,T Cells
aajgojjj-1,Tumor1
aajhdhfm-1,Tumor1
aajhfpaf-1,Tumor1
aajhiokc-1,Tumor1
aajhocel-1,Tumor3
aajiakbe-1,Tumor1
aajiakni-1,Tumor1
aajiblcn-1,Tumor1
aajibmne-1,Tumor3
aajibpfh-1,Tumor1
aajidach-1,Tumor3
aajidlbd-1,Tumor3
aajiemki-1,Tumor1
aajifdkl-1,Tumor1
aajigfel-1,Tumor1
aajiiicd-1,Tumor3
aajijcle-1,Tumor1
aajikflj-1,Tumor1
aajikohe-1,Tumor1
aajimfap-1,Tumor1
aajinppj-1,Tumor1
aajipccf-1,Tumor1
aajjabcb-1,Tumor1
aajjbneo-1,Tumor1
aajjcili-1,Tumor1
aajjdlba-1,Tumor1
aajjfbgo-1,Tumor1
aajjfegg-1,Tumor1
aajjflig-1,Tumor1
aajjgiig-1,Tumor1
aajjhdoj-1,Tumor1
aajjiajj-1,Tumor1
aajjibjk-1,Tumor1
aajjnalj-1,Tumor1
aajjojcb-1,Tumor1
aajkbdhj-1,Tumor1
aajkdfin-1,Tumor1
aajkdhdb-1,Tumor1
aajkhaml-1,Tumor1
aajkjdch-1,Tumor1
aajkkbdl-1,Tumor1
aajklicb-1,Tumor1
aajkndep-1,Tumor1
aajkndnp-1,Tumor1
aajlcacf-1,Tumor1
aajlekeb-1,Tumor1
aajlgnbl-1,Tumor1
aajlgoab-1,Tumor1
aajlhfom-1,Tumor1
aajlhkoo-1,Tumor1
aajljchp-1,Tumor1
aajlkbnk-1,Tumor1
aajlkkdn-1,Tumor3
aajlljgp-1,Tumor1
aajloado-1,B Cells
aajmddae-1,T Cells
aajmejpe-1,T Cells
aajmggod-1,T Cells
aajmmfgo-1,Macrophages
aajmncpb-1,T Cells
aajmobed-1,T Cells
aajmpjoi-1,B Cells
aajncfhh-1,T Cells
aajneoii-1,B Cells
aajnfemi-1,T Cells
aajnfmfj-1,T Cells
aajngmpg-1,T Cells
aajnimac-1,T Cells
aajnmedp-1,Macrophages
aajnmkck-1,Macrophages
aajnnbfa-1,pDCs
aajnnkgb-1,T Cells
aajnocol-1,T Cells
aajnokmf-1,B Cells
aajnonba-1,T Cells
aajnphlk-1,T Cells
aajnpjdb-1,Tumor2
aajobfck-1,T Cells
aajobkod-1,T Cells
aajoblcp-1,B Cells
aajocnfm-1,T Cells
aajoiafn-1,T Cells
aajokcjc-1,T Cells
aajoklkg-1,T Cells
aajonnch-1,B Cells
aajopodf-1,T Cells
aajpaaeh-1,T Cells
aajpcnia-1,T Cells
aajpdong-1,T Cells
aajpfcoi-1,pDCs
aajpjbaa-1,T Cells
aajpjhmh-1,B Cells
aajpobfn-1,T Cells
aakaaggp-1,Plasma Cells
aakaapck-1,T Cells
aakaeddp-1,T Cells
aakaemna-1,T Cells
aakafdpe-1,T Cells
aakafpfb-1,T Cells
aakahjan-1,Tumor1
aakajpcn-1,Adipocytes
aakakjnj-1,T Cells
aakaljeg-1,T Cells
aakaocjk-1,T Cells
aakapbok-1,T Cells
aakapjnf-1,T Cells
aakbaclb-1,Tumor3
aakbbggo-1,Tumor1
aakbcdcl-1,Tumor1
aakbcjlo-1,Tumor1
aakbcoeh-1,Tumor1
aakbeedo-1,Tumor1
aakbfmoo-1,Tumor1
aakbiilj-1,Tumor1
aakbinie-1,Tumor1
aakbjile-1,Tumor1
aakbmbmj-1,Tumor1
aakbmiof-1,Tumor1
aakbodke-1,Tumor1
aakcafdk-1,Tumor1
aakcdhij-1,T Cells
aakcdofm-1,Mast Cells
aakceipj-1,T Cells
aakceokc-1,Plasma Cells
aakcfchm-1,Tumor1
aakcgcao-1,T Cells
aakchiik-1,Tumor1
aakcijmj-1,T Cells
aakcjcjf-1,T Cells
aakclamc-1,T Cells
aakcnadj-1,T Cells
aakdbojo-1,T Cells
aakdcbbi-1,Macrophages
aakdcemo-1,Tumor1
aakdfold-1,Tumor1
aakdkbnh-1,Tumor1
aakdkhel-1,Macrophages
aakdlgkb-1,T Cells
aakdmjpj-1,T Cells
aakdnalk-1,T Cells
aakdnfld-1,T Cells
aakeacmj-1,Tumor1
aakeepab-1,Tumor3
aakefhdm-1,Tumor1
aakefmnm-1,T Cells
aakefpbl-1,T Cells
aakefpmc-1,Adipocytes
aakehhhm-1,Mast Cells
aakehpbk-1,T Cells
aakeljea-1,T Cells
aakemcke-1,T Cells
aakemfbm-1,Plasma Cells
aakenido-1,Tumor3
aakeohkh-1,Tumor3
aakepmlf-1,T Cells
aakepnja-1,Tumor1
aakfcjca-1,Tumor1
aakfddep-1,Tumor1
aakfdike-1,Tumor1
aakfeopn-1,T Cells
aakffloc-1,T Cells
aakfgleg-1,T Cells
aakfiedi-1,T Cells
aakfjbjd-1,T Cells
aakfjlme-1,T Cells
aakfkkfn-1,T Cells
aakflgno-1,T Cells
aakfofjf-1,T Cells
aakfpmen-1,T Cells
aakgbmoc-1,Macrophages
aakgbong-1,Mast Cells
aakgbpld-1,Tumor3
aakgdbna-1,Macrophages
aakgdgjc-1,T Cells
aakgdmec-1,Tumor1
aakgegdf-1,Endothelial
aakgeplp-1,Tumor1
aakgfgac-1,Tumor1
aakgibjp-1,Tumor1
aakgifch-1,Tumor3
aakgilgm-1,Tumor1
aakgkakp-1,Tumor3
aakgllgf-1,Tumor3
aakgmmod-1,Tumor1
aakgnahc-1,Tumor1
aakgniml-1,Tumor2
aakgnjcg-1,Plasma Cells
aakgoeof-1,Tumor3
aakgofba-1,Tumor1
aakgokgn-1,Tumor1
aakhdfkd-1,Tumor1
aakhdjkc-1,Tumor1
aakhfbjl-1,Fibroblasts
aakhfeel-1,Tumor1
aakhhlol-1,Tumor1
aakhlelf-1,Tumor1
aakhlkoe-1,Tumor1
aakhlllf-1,Tumor1
aakhlpdg-1,Tumor1
aakhndfk-1,Tumor1
aakhoaao-1,T Cells
aakiahoi-1,T Cells
aakieckg-1,Macrophages
aakifjkh-1,Tumor1
aakiflhe-1,T Cells
aakihkdo-1,B Cells
aakimami-1,B Cells
aakipenb-1,Tumor1
aakjdijc-1,Tumor1
aakjeapf-1,Tumor1
aakjhbee-1,Tumor1
aakjkaah-1,Tumor1
aakkaicd-1,Tumor1
aakkamgd-1,Tumor3
aakkbmhi-1,Tumor3
aakkecnm-1,Tumor1
aakkjeae-1,Tumor1
aakkjfil-1,Tumor1
aakkofhm-1,Tumor1
aaklabbd-1,T Cells
aakladnm-1,Tumor1
aaklaiff-1,Tumor1
aaklalgd-1,Tumor1
aakleagm-1,Tumor1
aaklemad-1,Tumor1
aaklgcjc-1,Tumor1
aaklhieb-1,Tumor1
aaklhpbf-1,Tumor1
aaklicol-1,Tumor1
aakljblj-1,Tumor1
aaklllmh-1,Tumor1
aaklmalo-1,T Cells
aaklojbc-1,Tumor1
aaklpban-1,Tumor3
aaklpbdg-1,Tumor1
aakmbipi-1,Tumor1
aakmdnlg-1,T Cells
aakmehhp-1,Mast Cells
aakmfaag-1,T Cells
aakmodpi-1,T Cells
aaknacig-1,Tumor1
aaknfbpp-1,Adipocytes
aakngjnk-1,T Cells
aakngkdl-1,T Cells
aaknhkak-1,Macrophages
aaknjcal-1,Plasma Cells
aaknjlbe-1,T Cells
aaknkakp-1,T Cells
aaknkbnn-1,T Cells
aaknlkno-1,Tumor1
aaknlnie-1,Tumor1
aaknoanh-1,Tumor3
aaknpbgg-1,Tumor1
aaknphmb-1,Tumor1
aakocnfd-1,Tumor1
aakoebga-1,Plasma Cells
aakofbao-1,T Cells
aakoifjl-1,T Cells
aakojacc-1,T Cells
aakojlfi-1,Adipocytes
aakomgpc-1,T Cells
aakomjlc-1,Plasma Cells
aakomnkl-1,B Cells
aakooebp-1,Tumor1
aakpaagh-1,Macrophages
aakpbpfh-1,Tumor1
aakpceao-1,Tumor1
aakpghjn-1,Tumor1
aakpikeb-1,Tumor1
aakplaeg-1,T Cells
aakppcge-1,B Cells
aakppchd-1,Tumor1
aakpppmj-1,T Cells
aaladjpf-1,T Cells
aalaepac-1,T Cells
aalafcbo-1,T Cells
aalahgnn-1,T Cells
aalaiohn-1,T Cells
aalakegb-1,T Cells
aalalgkm-1,T Cells
aalamccd-1,T Cells
aalammhb-1,T Cells
aalanaic-1,T Cells
aalbbdba-1,Tumor1
aalbemmk-1,Tumor1
aalbfklf-1,Tumor1
aalblmbl-1,Tumor1
aalbnmpm-1,Tumor1
aalbommf-1,Tumor1
aalcaifm-1,Tumor1
aalcbgci-1,Tumor1
aalcfepo-1,Tumor1
aalcghfe-1,Tumor1
aalcgpmm-1,Tumor1
aalchcmd-1,Tumor1
aalchffm-1,Tumor1
aalckmfl-1,Tumor1
aalclhbo-1,Tumor1
aalcmiae-1,Tumor1
aalcogkp-1,Tumor1
aalcpebp-1,T Cells
aaldaage-1,Tumor1
aalddmee-1,Tumor1
aaldidkn-1,Tumor2
aaldkcej-1,Tumor1
aaldlmni-1,Tumor1
aaldnbjo-1,Tumor1
aaldnija-1,Tumor1
aaldoooo-1,Tumor1
aaleacbf-1,Tumor3
aalebmdo-1,Tumor1
aalecifm-1,Tumor1
aaleglhd-1,Tumor1
aaleheaa-1,Tumor1
aalejkhb-1,Tumor1
aalekkcl-1,Tumor1
aaleljpg-1,Tumor1
aalellkj-1,T Cells
aalenphk-1,Tumor1
aalenpii-1,Tumor1
aalfaaeg-1,Tumor3
aalfahfn-1,Tumor1
aalfchmd-1,Tumor1
aalfcipm-1,Tumor1
aalfdceb-1,T Cells
aalffple-1,Tumor1
aalfjeok-1,Tumor1
aalfjiij-1,Tumor1
aalfkdpn-1,T Cells
aalfkmhh-1,Tumor3
aalfmfoc-1,Tumor1
aalfnpal-1,Tumor1
aalfoemh-1,Tumor1
aalfofii-1,Tumor1
aalgcigm-1,Tumor1
aalgdpbe-1,Tumor3
aalgffne-1,Tumor1
aalghcoc-1,Tumor1
aalgheal-1,Tumor1
aalgmdml-1,T Cells
aalgngfg-1,Tumor1
aalgodlf-1,T Cells
aalhdeco-1,T Cells
aalhfaae-1,T Cells
aalhihkn-1,T Cells
aalhikhj-1,Tumor1
aalhkagl-1,Mast Cells
aalhmead-1,Macrophages
aalibddc-1,Tumor1
aalicopc-1,Tumor1
aalieljh-1,Tumor3
aalifana-1,Tumor1
aaligckh-1,Tumor1
aaliifab-1,T Cells
aalikepe-1,Tumor3
aalinnmm-1,Tumor1
aaliobjg-1,Tumor1
aaljadme-1,Tumor1
aaljbchb-1,Tumor1
aaljfkic-1,Tumor1
aaljgjai-1,Tumor1
aaljhiee-1,Tumor1
aaljimpp-1,Tumor1
aaljlbbf-1,Tumor1
aaljlpke-1,Tumor1
aaljmlfg-1,Tumor2
aaljnonj-1,Tumor1
aaljofbj-1,Tumor1
aaljppic-1,Tumor2
aalkabof-1,Tumor1
aalkbiam-1,Tumor1
aalkdgdj-1,T Cells
aalkfkal-1,Tumor1
aalkgneg-1,Tumor1
aalkheco-1,Tumor1
